,name,id,office,position,cars_info,cars_family_info,all_cars_sum_uah_mln,monthly_salary,all_salary,car_years,all_estate,group,group_car,group_flat,group_years
2094,Калініченко Микола Іванович,vulyk_10_152,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник полтавської митниці дфс,Toyota Land Cruiser Prado;;,Toyota Rav 4;;;;,0.73,4078.0,28713.0,2.1,725.0,митники,medium,medium,medium
2104,Камінський Станіслав Євгенійович,vulyk_13_75,Міністерство внутрішніх справ,начальник довгинцівського рв криворізького му гумвс україни в дніпропетровській області,Nissan Pathfinder;Mitsubishi Lancer;;,;;;,0.51,502.0,8486.0,5.0,138.0,МВС,medium,superlow,medium
2127,Карабань Володимир Якович,vulyk_8_94,Вищий господарський суд,суддя вищого господарського суду україни,;;,Nissan Juke;;,0.22,20274.0,20559.0,0.9,343.0,суди,low,low,superlow
2144,Карнаух Аркадій Петрович,vulyk_54_140,Загальний місцевий суд,голова тульчинського районного суду вінницької області,SsangYong Rexton;ГАЗ 21;Land Rover Freelander;,;;;,0.3,21231.0,38391.0,0.7,304.0,суди,low,low,superlow
2147,Карнач Андрій Олександрович,vulyk_32_107,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника оперативного управління дпі у м. херсон гу міндоходів у херсонській області,;;;,Volkswagen Touareg;;,0.61,4596.0,4596.0,11.0,360.0,митники,medium,low,high
2152,Карпенко Сергій Миколайович,vulyk_32_17,Міністерство внутрішніх справ,начальник управління даі умвс україни в херсонській області,Volkswagen Touareg;;;,Mazda 3;;,0.65,10369.0,12131.0,4.4,173.0,МВС,medium,superlow,medium
2171,Касай Дмитро Іванович,vulyk_15_79,Міністерство внутрішніх справ,начальник котовського мв гумвс україни в одеській області,Volkswagen Touareg;;,Volkswagen Touareg;;;,0.93,7651.0,7651.0,10.2,521.0,МВС,medium,medium,high
2176,Касьян Олексій Петрович,vulyk_8_138,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ,Mercedes-Benz ML 350;;,;;,0.68,27026.0,31600.0,1.8,46.0,суди,medium,superlow,superlow
2185,Кафідова Олена Василівна,vulyk_8_118,Вищий спецiалiзований суд України з розгляду цивiльних i кримiнальних справ,"секретар судової палати, суддя вищого спеціалізованого суду україни з розгляду цивільних і кримінальних справ",Jeep Wrangler;;,Peugeot 206;Nissan;,0.61,23178.0,30178.0,1.7,160.0,суди,medium,superlow,superlow
2204,Квятківський Юрій Вікторович,vulyk_39_105,Міністерство внутрішніх справ,перший заступник начальника - начальник слідчого управління умвс в херсонській області,Kia Sorento;Renault Kangoo;УАЗ 3303;;;;;;;;;,Hyundai Tucson;Chevrolet Aveo;Volkswagen Golf;Nissan Leaf;,0.87,17281.0,38781.0,1.9,392.0,МВС,medium,low,superlow
2223,Кирилюк Галина Миколаївна,vulyk_51_12,Загальний апеляційний суд,суддя апеляційного суду м. києва,;;;,Jeep Grand Cherokee;;;;,0.26,21552.0,39604.0,0.5,424.0,суди,low,low,superlow
2224,Кириляк Антоніна Юріївна,vulyk_33_168,Загальний місцевий суд,суддя вижницького районного суду чернівецької області,;;;,Mercedes-Benz E;Mitsubishi L 200;Volkswagen Golf;ВАЗ 21063,0.22,15902.0,16677.0,1.1,362.0,суди,low,low,superlow
2289,Клімик Костянтин Олександрович,vulyk_58_29,Загальний місцевий суд,голова хмільницького міськрайонного суду вінницької області,;;,Ford Orion;Nissan Primera;;,0.1,19956.0,22530.0,0.4,340.0,суди,low,low,superlow
2300,Коба Валерій Борисович,vulyk_43_53,Міністерство внутрішніх справ,начальник мму умвс україни в миколаївській області,Nissan Altima;;,Nissan Altima;;,0.23,8331.0,8664.0,2.3,485.0,МВС,low,low,medium
