,name,id,office,position,cars_info,cars_family_info,all_cars_sum,all_cars_sum_uah,all_cars_sum_uah_mln,monthly_salary,monthly_salary_family,all_salary,all_estate,group,car_years,group_car,group_flat,group_years
2931,Кучеренко Наталя Володимирівна,vulyk_17_50,Загальний місцевий суд,суддя мелітопольського міськрайонного суду запорізької області,Mitsubishi Outlander;;;,;;;;,15196.0,182352.0,0.18,18579.0,20058.0,38637.0,776.0,суди,0.4,superlow,medium,superlow
2938,Кучма Ігор Борисович,vulyk_23_81,Міністерство внутрішніх справ,начальник святошинського ру гумвс україни в м. києві,Peugeot 406;;,Lexus LX 470;Suzuki SX4;,60446.0,725352.0,0.73,9926.0,4855.0,14781.0,181.0,МВС,4.1,medium,superlow,low
2948,Кушнір Олександр Володимирович,vulyk_2_48,Прокуратура,старший прокурор прокуратури шевченківського району м. києва,Infiniti FX 37;Infiniti QX 56;,;;,66526.0,798312.0,0.8,5784.0,0.0,5784.0,95.0,суди,11.5,medium,superlow,high
2971,Кічата Олександра Юріївна,vulyk_37_124,Загальний місцевий суд,суддя дебальцевського міського суду донецької області,Hyundai Sonata;;,Hyundai Tucson;Hyundai H1;;;;,50163.0,601956.0,0.6,0.0,15454.0,15454.0,271.0,суди,3.2,low,superlow,low
2994,Лазько Анатолій Миколайович,vulyk_29_194,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника кременчуцької одпі головного управління міндоходів у полтавській області,Honda Legend;;;,Toyota Land Cruiser 120;Renault Trafic,67842.0,814104.0,0.81,6310.0,0.0,6310.0,491.0,митники,10.8,medium,superlow,high
3012,Латюк Петро Якович,vulyk_42_112,Загальний апеляційний суд,суддя апеляційного суду хмельницької області,Volkswagen Touareg;;;,Nissan Almera;;,58510.0,702120.0,0.7,28960.0,5145.0,34105.0,279.0,суди,1.7,medium,superlow,superlow
3076,Линник Оксана Сергіївна,vulyk_41_44,Загальний місцевий суд,суддя тростянецького районного суду сумської області,;;;,Renault Kangoo;Toyota Scion;Suzuki Grand Vitara;Toyota Avensis;Volvo XC90,74590.0,895080.0,0.9,16943.0,0.0,16943.0,380.0,суди,4.4,medium,superlow,low
3129,Лозинський Олег Романович,vulyk_18_175,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника дпі у галицькому районі м. львова головного управління міндоходів у львівській області,;;,Nissan Juke;Toyota Camry;,45622.0,547464.0,0.55,4024.0,784.0,4808.0,218.0,митники,9.5,low,superlow,high
3154,Луговський Андрій Володимирович,vulyk_12_87,Міністерство внутрішніх справ,заступник начальника гумвс україни в дніпропетровській області,;;;,Porsche Cayenne;;,90512.0,1086144.0,1.09,9802.0,14869.0,24671.0,33.0,МВС,3.7,high,superlow,low
3168,Лукін Олександр Олександрович,vulyk_13_110,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник начальника головного управління дфс у дніпропетровській області,;;;,Hyundai Tucson;Land Rover Range Rover Evoque;;,57583.0,690996.0,0.69,6260.0,0.0,6260.0,435.0,митники,9.2,low,superlow,high
3171,Луник Роман Васильович,vulyk_21_15,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник мукачівської одпі гу дфс у закарпатській області,;;;,Mazda CX-5;;;;,28001.0,336012.0,0.34,4134.0,0.0,4134.0,911.0,митники,6.8,superlow,medium,medium
3187,Львов Богдан Юрійович,vulyk_8_18,Вищий господарський суд,"суддя вищого господарського суду україни, голова суду",Toyota Land Cruiser 200;;,Lexus RX 350;;,84466.0,1013592.0,1.01,25617.0,1078.0,26695.0,182.0,суди,3.2,high,superlow,low
3216,Ляшенко Олена Анатоліївна,vulyk_1_893,Прокуратура,прокурор прокуратури Рокитнянського району Київської області,Mazda CX-5;;;;;,Toyota Fortuner;;;;;,45540.0,546480.0,0.55,6371.0,20779.0,27150.0,174.0,суди,1.7,low,superlow,superlow
3224,Лєднік Олег Вікторович,vulyk_29_195,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,перший заступник начальника кременчуцької одпі гу дфс у полтавській області,Toyota Camry;ВАЗ 21213;;,Ford Kuga;,49789.0,597468.0,0.6,5870.0,0.0,5870.0,186.0,митники,8.5,low,superlow,high
3228,Лівочка Людмила Іванівна,vulyk_37_100,Загальний місцевий суд,голова ворошиловського районного суду м. донецька,Toyota Rav 4;;,Lexus RX 350;;;;;,60526.0,726312.0,0.73,20816.0,15304.0,36120.0,451.0,суди,1.7,medium,superlow,superlow
3229,Лівочка Олександр Васильович,vulyk_39_31,Прокуратура,перший заступник прокурора донецької області,Lexus RX 350;;;;;;;;;;;,Toyota Rav 4;;;;,60526.0,726312.0,0.73,15304.0,20816.0,36120.0,451.0,суди,1.7,medium,superlow,superlow
3234,Лікарчук Костянтин Ігорович,vulyk_4_2_11,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,заступник голови державної фіскальної служби україни,BMW Z4;Audi A8;Kia Sportage;;,;;;;,102554.0,1230648.0,1.23,175302.0,0.0,175302.0,848.0,митники,0.6,high,medium,superlow
3239,Ліпінський Андрій Віталійович,vulyk_13_133,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,начальник лівобережної одпі м. дніпропетровська гу дфс у дніпропетровській області,Mitsubishi ASX;;;,Honda Pilot;;;,44399.0,532788.0,0.53,5712.0,0.0,5712.0,228.0,митники,7.8,low,superlow,high
